PACC_ANIO;PACC_MES;DPA_PROVINCIA;DPA_CANTON;PACC_PRODUCTO;PACC_PRESENTACION;PACC_TIPO;PACC_PRECIO_USD;PACC_USD_KG
2016;Diciembre;Cañar;La Troncal;Cacao en Baba CCN 51;Quintal de 100,00 libras;Compra;37.00;0.82
2016;Diciembre;Cañar;La Troncal;Cacao en Baba Mezclado;Quintal de 100,00 libras;Compra;38.00;0.84
2016;Diciembre;El Oro;Arenillas;Cacao seco mezclado;Quintal de 100,00 libras;Compra;75.67;1.67
2016;Diciembre;El Oro;Arenillas;Cacao seco mezclado;Quintal de 100,00 libras;Venta;83.33;1.84
2016;Diciembre;El Oro;El Guabo;Cacao CCN 51 Seco;Quintal de 100,00 libras;Compra;82.00;1.81
2016;Diciembre;El Oro;El Guabo;Cacao CCN 51 Seco;Quintal de 100,00 libras;Venta;91.00;2.01
2016;Diciembre;El Oro;El Guabo;Cacao seco mezclado;Quintal de 100,00 libras;Compra;81.50;1.80
2016;Diciembre;El Oro;El Guabo;Cacao seco mezclado;Quintal de 100,00 libras;Venta;90.50;1.99
2016;Diciembre;El Oro;El Guabo;Cacao en Baba CCN 51;Quintal de 100,00 libras;Compra;26.00;0.57
2016;Diciembre;El Oro;El Guabo;Cacao en Baba Mezclado;Quintal de 100,00 libras;Compra;25.50;0.56
2016;Diciembre;El Oro;Machala;Cacao seco mezclado;Quintal de 100,00 libras;Compra;79.00;1.74
2016;Diciembre;El Oro;Machala;Cacao seco mezclado;Quintal de 100,00 libras;Venta;89.00;1.96
2016;Diciembre;El Oro;Pasaje;Cacao seco mezclado;Quintal de 100,00 libras;Compra;84.50;1.86
2016;Diciembre;El Oro;Pasaje;Cacao seco mezclado;Quintal de 100,00 libras;Venta;95.50;2.10
2016;Diciembre;Esmeraldas;Eloy Alfaro;Cacao seco mezclado;Quintal de 100,00 libras;Compra;82.00;1.81
2016;Diciembre;Esmeraldas;Eloy Alfaro;Cacao seco mezclado;Quintal de 100,00 libras;Venta;93.00;2.05
2016;Diciembre;Esmeraldas;Eloy Alfaro;Cacao en Baba fino de aroma;Quintal de 100,00 libras;Compra;30.00;0.66
2016;Diciembre;Esmeraldas;Eloy Alfaro;Cacao en Baba Mezclado;Quintal de 100,00 libras;Compra;27.00;0.60
2016;Diciembre;Esmeraldas;Eloy Alfaro;Cacao seco fino de aroma;Quintal de 100,00 libras;Compra;85.00;1.87
2016;Diciembre;Esmeraldas;Eloy Alfaro;Cacao seco fino de aroma;Quintal de 100,00 libras;Venta;97.00;2.14
2016;Diciembre;Esmeraldas;Quinindé;Cacao seco mezclado;Quintal de 100,00 libras;Compra;80.50;1.77
2016;Diciembre;Esmeraldas;Quinindé;Cacao seco mezclado;Quintal de 100,00 libras;Venta;90.00;1.98
2016;Diciembre;Esmeraldas;Quinindé;Cacao en Baba fino de aroma;Quintal de 100,00 libras;Compra;32.50;0.72
2016;Diciembre;Esmeraldas;Quinindé;Cacao en Baba Mezclado;Quintal de 100,00 libras;Compra;28.50;0.63
2016;Diciembre;Esmeraldas;Quinindé;Cacao seco fino de aroma;Quintal de 100,00 libras;Compra;84.00;1.85
2016;Diciembre;Esmeraldas;Quinindé;Cacao seco fino de aroma;Quintal de 100,00 libras;Venta;94.50;2.08
2016;Diciembre;Esmeraldas;San Lorenzo;Cacao seco mezclado;Quintal de 100,00 libras;Compra;80.00;1.76
2016;Diciembre;Esmeraldas;San Lorenzo;Cacao seco mezclado;Quintal de 100,00 libras;Venta;90.00;1.98
2016;Diciembre;Esmeraldas;San Lorenzo;Cacao en Baba fino de aroma;Quintal de 100,00 libras;Compra;30.00;0.66
2016;Diciembre;Esmeraldas;San Lorenzo;Cacao en Baba Mezclado;Quintal de 100,00 libras;Compra;27.00;0.60
2016;Diciembre;Esmeraldas;San Lorenzo;Cacao seco fino de aroma;Quintal de 100,00 libras;Compra;85.00;1.87
2016;Diciembre;Esmeraldas;San Lorenzo;Cacao seco fino de aroma;Quintal de 100,00 libras;Venta;95.00;2.09
2016;Diciembre;Guayas;Balao;Cacao CCN 51 Seco;Quintal de 100,00 libras;Compra;86.00;1.90
2016;Diciembre;Guayas;Balao;Cacao CCN 51 Seco;Quintal de 100,00 libras;Venta;90.00;1.98
2016;Diciembre;Guayas;Balao;Cacao seco mezclado;Quintal de 100,00 libras;Venta;86.00;1.90
2016;Diciembre;Guayas;Balao;Cacao en Baba Mezclado;Quintal de 100,00 libras;Compra;40.00;0.88
2016;Diciembre;Guayas;Durán;Cacao CCN 51 Seco;Quintal de 100,00 libras;Compra;88.00;1.94
2016;Diciembre;Guayas;Durán;Cacao CCN 51 Seco;Quintal de 100,00 libras;Venta;92.50;2.04
2016;Diciembre;Guayas;Durán;Cacao seco mezclado;Quintal de 100,00 libras;Compra;87.25;1.92
2016;Diciembre;Guayas;Durán;Cacao seco mezclado;Quintal de 100,00 libras;Venta;91.50;2.02
2016;Diciembre;Guayas;El Empalme;Cacao CCN 51 Seco;Quintal de 100,00 libras;Compra;85.00;1.87
2016;Diciembre;Guayas;El Empalme;Cacao CCN 51 Seco;Quintal de 100,00 libras;Venta;92.00;2.03
2016;Diciembre;Guayas;El Empalme;Cacao seco mezclado;Quintal de 100,00 libras;Compra;85.00;1.87
2016;Diciembre;Guayas;El Empalme;Cacao seco mezclado;Quintal de 100,00 libras;Venta;92.00;2.03
2016;Diciembre;Guayas;El Empalme;Cacao seco fino de aroma;Quintal de 100,00 libras;Compra;85.00;1.87
2016;Diciembre;Guayas;El Empalme;Cacao seco fino de aroma;Quintal de 100,00 libras;Venta;92.00;2.03
2016;Diciembre;Guayas;El Triunfo;Cacao CCN 51 Seco;Quintal de 100,00 libras;Compra;90.00;1.98
2016;Diciembre;Guayas;El Triunfo;Cacao CCN 51 Seco;Quintal de 100,00 libras;Venta;96.00;2.12
2016;Diciembre;Guayas;El Triunfo;Cacao seco mezclado;Quintal de 100,00 libras;Compra;90.00;1.98
2016;Diciembre;Guayas;El Triunfo;Cacao seco mezclado;Quintal de 100,00 libras;Venta;96.00;2.12
2016;Diciembre;Guayas;El Triunfo;Cacao seco fino de aroma;Quintal de 100,00 libras;Compra;90.00;1.98
2016;Diciembre;Guayas;El Triunfo;Cacao seco fino de aroma;Quintal de 100,00 libras;Venta;96.00;2.12
2016;Diciembre;Guayas;General Elizalde (Bucay);Cacao CCN 51 Seco;Quintal de 100,00 libras;Compra;90.00;1.98
2016;Diciembre;Guayas;General Elizalde (Bucay);Cacao CCN 51 Seco;Quintal de 100,00 libras;Venta;97.00;2.14
2016;Diciembre;Guayas;General Elizalde (Bucay);Cacao seco mezclado;Quintal de 100,00 libras;Compra;90.00;1.98
2016;Diciembre;Guayas;General Elizalde (Bucay);Cacao seco mezclado;Quintal de 100,00 libras;Venta;97.00;2.14
2016;Diciembre;Guayas;General Elizalde (Bucay);Cacao seco fino de aroma;Quintal de 100,00 libras;Compra;90.00;1.98
2016;Diciembre;Guayas;General Elizalde (Bucay);Cacao seco fino de aroma;Quintal de 100,00 libras;Venta;97.00;2.14
2016;Diciembre;Guayas;Guayaquil;Cacao CCN 51 Seco;Quintal de 100,00 libras;Compra;85.50;1.88
2016;Diciembre;Guayas;Guayaquil;Cacao CCN 51 Seco;Quintal de 100,00 libras;Venta;90.25;1.99
2016;Diciembre;Guayas;Guayaquil;Cacao en Baba Mezclado;Quintal de 100,00 libras;Compra;40.00;0.88
2016;Diciembre;Guayas;Guayaquil;Cacao seco fino de aroma;Quintal de 100,00 libras;Compra;120.00;2.64
2016;Diciembre;Guayas;Guayaquil;Cacao seco fino de aroma;Quintal de 100,00 libras;Venta;130.00;2.87
2016;Diciembre;Guayas;Milagro;Cacao CCN 51 Seco;Quintal de 100,00 libras;Compra;83.67;1.84
2016;Diciembre;Guayas;Milagro;Cacao CCN 51 Seco;Quintal de 100,00 libras;Venta;89.67;1.98
2016;Diciembre;Guayas;Naranjal;Cacao CCN 51 Seco;Quintal de 100,00 libras;Compra;86.50;1.91
2016;Diciembre;Guayas;Naranjal;Cacao CCN 51 Seco;Quintal de 100,00 libras;Venta;92.00;2.03
2016;Diciembre;Guayas;Naranjito;Cacao CCN 51 Seco;Quintal de 100,00 libras;Compra;87.33;1.92
2016;Diciembre;Guayas;Naranjito;Cacao CCN 51 Seco;Quintal de 100,00 libras;Venta;94.00;2.07
2016;Diciembre;Guayas;Naranjito;Cacao seco mezclado;Quintal de 100,00 libras;Compra;87.33;1.92
2016;Diciembre;Guayas;Naranjito;Cacao seco mezclado;Quintal de 100,00 libras;Venta;94.00;2.07
2016;Diciembre;Guayas;Naranjito;Cacao seco fino de aroma;Quintal de 100,00 libras;Compra;87.33;1.92
2016;Diciembre;Guayas;Naranjito;Cacao seco fino de aroma;Quintal de 100,00 libras;Venta;94.00;2.07
2016;Diciembre;Guayas;San Jacinto De Yaguachi                                                           ;Cacao CCN 51 Seco;Quintal de 100,00 libras;Compra;85.00;1.87
2016;Diciembre;Guayas;San Jacinto De Yaguachi                                                           ;Cacao CCN 51 Seco;Quintal de 100,00 libras;Venta;93.00;2.05
2016;Diciembre;Guayas;Simón Bolívar;Cacao CCN 51 Seco;Quintal de 100,00 libras;Compra;88.00;1.94
2016;Diciembre;Guayas;Simón Bolívar;Cacao CCN 51 Seco;Quintal de 100,00 libras;Venta;96.00;2.12
2016;Diciembre;Guayas;Simón Bolívar;Cacao seco mezclado;Quintal de 100,00 libras;Compra;88.00;1.94
2016;Diciembre;Guayas;Simón Bolívar;Cacao seco mezclado;Quintal de 100,00 libras;Venta;96.00;2.12
2016;Diciembre;Guayas;Simón Bolívar;Cacao seco fino de aroma;Quintal de 100,00 libras;Compra;88.00;1.94
2016;Diciembre;Guayas;Simón Bolívar;Cacao seco fino de aroma;Quintal de 100,00 libras;Venta;96.00;2.12
2016;Diciembre;Los Rios;Buena Fe;Cacao CCN 51 Seco;Quintal de 100,00 libras;Compra;83.50;1.84
2016;Diciembre;Los Rios;Buena Fe;Cacao CCN 51 Seco;Quintal de 100,00 libras;Venta;87.50;1.93
2016;Diciembre;Los Rios;Buena Fe;Cacao seco mezclado;Quintal de 100,00 libras;Compra;83.50;1.84
2016;Diciembre;Los Rios;Buena Fe;Cacao seco mezclado;Quintal de 100,00 libras;Venta;87.50;1.93
2016;Diciembre;Los Rios;Buena Fe;Cacao seco fino de aroma;Quintal de 100,00 libras;Compra;83.50;1.84
2016;Diciembre;Los Rios;Buena Fe;Cacao seco fino de aroma;Quintal de 100,00 libras;Venta;87.50;1.93
2016;Diciembre;Los Rios;Mocache;Cacao CCN 51 Seco;Quintal de 100,00 libras;Compra;88.50;1.95
2016;Diciembre;Los Rios;Mocache;Cacao CCN 51 Seco;Quintal de 100,00 libras;Venta;94.00;2.07
2016;Diciembre;Los Rios;Mocache;Cacao seco mezclado;Quintal de 100,00 libras;Compra;82.20;1.81
2016;Diciembre;Los Rios;Mocache;Cacao seco mezclado;Quintal de 100,00 libras;Venta;89.60;1.97
2016;Diciembre;Los Rios;Montalvo ;Cacao CCN 51 Seco;Quintal de 100,00 libras;Compra;84.00;1.85
2016;Diciembre;Los Rios;Montalvo ;Cacao CCN 51 Seco;Quintal de 100,00 libras;Venta;90.50;1.99
2016;Diciembre;Los Rios;Montalvo ;Cacao seco mezclado;Quintal de 100,00 libras;Compra;84.00;1.85
2016;Diciembre;Los Rios;Montalvo ;Cacao seco mezclado;Quintal de 100,00 libras;Venta;90.50;1.99
2016;Diciembre;Los Rios;Quevedo ;Cacao CCN 51 Seco;Quintal de 100,00 libras;Compra;84.50;1.86
2016;Diciembre;Los Rios;Quevedo ;Cacao CCN 51 Seco;Quintal de 100,00 libras;Venta;89.00;1.96
2016;Diciembre;Los Rios;Quevedo ;Cacao seco mezclado;Quintal de 100,00 libras;Compra;84.50;1.86
2016;Diciembre;Los Rios;Quevedo ;Cacao seco mezclado;Quintal de 100,00 libras;Venta;89.00;1.96
2016;Diciembre;Los Rios;Quevedo ;Cacao seco fino de aroma;Quintal de 100,00 libras;Compra;84.50;1.86
2016;Diciembre;Los Rios;Quevedo ;Cacao seco fino de aroma;Quintal de 100,00 libras;Venta;89.00;1.96
2016;Diciembre;Los Rios;Quinsaloma;Cacao CCN 51 Seco;Quintal de 100,00 libras;Compra;85.45;1.88
2016;Diciembre;Los Rios;Quinsaloma;Cacao CCN 51 Seco;Quintal de 100,00 libras;Venta;90.18;1.99
2016;Diciembre;Los Rios;Ventanas;Cacao CCN 51 Seco;Quintal de 100,00 libras;Compra;82.00;1.81
2016;Diciembre;Los Rios;Ventanas;Cacao CCN 51 Seco;Quintal de 100,00 libras;Venta;88.50;1.95
2016;Diciembre;Manabí;Chone ;Cacao en Baba fino de aroma;Quintal de 100,00 libras;Compra;35.00;0.77
2016;Diciembre;Manabí;Chone ;Cacao seco fino de aroma;Quintal de 100,00 libras;Compra;82.50;1.82
2016;Diciembre;Manabí;Chone ;Cacao seco fino de aroma;Quintal de 100,00 libras;Venta;92.50;2.04
2016;Diciembre;Manabí;Flavio Alfaro ;Cacao en Baba fino de aroma;Quintal de 100,00 libras;Compra;38.00;0.84
2016;Diciembre;Manabí;Flavio Alfaro ;Cacao seco fino de aroma;Quintal de 100,00 libras;Compra;85.00;1.87
2016;Diciembre;Manabí;Flavio Alfaro ;Cacao seco fino de aroma;Quintal de 100,00 libras;Venta;90.00;1.98
2016;Diciembre;Manabí;Portoviejo ;Cacao seco mezclado;Quintal de 100,00 libras;Compra;76.25;1.68
2016;Diciembre;Manabí;Portoviejo ;Cacao seco mezclado;Quintal de 100,00 libras;Venta;84.75;1.87
2016;Diciembre;Manabí;Portoviejo ;Cacao en Baba Mezclado;Quintal de 100,00 libras;Compra;35.00;0.77
2016;Diciembre;Manabí;Santa Ana;Cacao seco mezclado;Quintal de 100,00 libras;Compra;84.00;1.85
2016;Diciembre;Manabí;Santa Ana;Cacao seco mezclado;Quintal de 100,00 libras;Venta;87.00;1.92
2016;Diciembre;Napo;Archidona ;Cacao seco mezclado;Quintal de 100,00 libras;Compra;80.00;1.76
2016;Diciembre;Napo;Archidona ;Cacao seco mezclado;Quintal de 100,00 libras;Venta;84.33;1.86
2016;Diciembre;Napo;Tena  ;Cacao seco mezclado;Quintal de 100,00 libras;Compra;71.67;1.58
2016;Diciembre;Napo;Tena  ;Cacao seco mezclado;Quintal de 100,00 libras;Venta;79.50;1.75
2016;Diciembre;Orellana;La Joya De Los Sachas;Cacao seco mezclado;Quintal de 100,00 libras;Compra;76.00;1.68
2016;Diciembre;Orellana;La Joya De Los Sachas;Cacao seco mezclado;Quintal de 100,00 libras;Venta;81.40;1.79
2016;Diciembre;Orellana;Loreto;Cacao seco mezclado;Quintal de 100,00 libras;Compra;72.67;1.60
2016;Diciembre;Orellana;Loreto;Cacao seco mezclado;Quintal de 100,00 libras;Venta;78.00;1.72
2016;Diciembre;Orellana;Orellana;Cacao seco mezclado;Quintal de 100,00 libras;Compra;77.50;1.71
2016;Diciembre;Orellana;Orellana;Cacao seco mezclado;Quintal de 100,00 libras;Venta;82.50;1.82
2016;Diciembre;Pichincha;Pedro Vicente Maldonado;Cacao seco mezclado;Quintal de 100,00 libras;Compra;75.00;1.65
2016;Diciembre;Pichincha;Pedro Vicente Maldonado;Cacao seco mezclado;Quintal de 100,00 libras;Venta;85.00;1.87
2016;Diciembre;Pichincha;Pedro Vicente Maldonado;Cacao en Baba Mezclado;Quintal de 100,00 libras;Compra;28.00;0.62
2016;Diciembre;Pichincha;Puerto Quito;Cacao seco mezclado;Quintal de 100,00 libras;Compra;78.75;1.74
2016;Diciembre;Pichincha;Puerto Quito;Cacao seco mezclado;Quintal de 100,00 libras;Venta;85.50;1.88
2016;Diciembre;Pichincha;Puerto Quito;Cacao en Baba Mezclado;Quintal de 100,00 libras;Compra;28.75;0.63
2016;Diciembre;Santo Domingo De Los Tsáchilas;La Concordia;Cacao seco mezclado;Quintal de 100,00 libras;Compra;87.50;1.93
2016;Diciembre;Santo Domingo De Los Tsáchilas;La Concordia;Cacao seco mezclado;Quintal de 100,00 libras;Venta;92.00;2.03
2016;Diciembre;Santo Domingo De Los Tsáchilas;Santo Domingo  ;Cacao seco mezclado;Quintal de 100,00 libras;Compra;81.23;1.79
2016;Diciembre;Santo Domingo De Los Tsáchilas;Santo Domingo  ;Cacao seco mezclado;Quintal de 100,00 libras;Venta;89.00;1.96
2016;Diciembre;Santo Domingo De Los Tsáchilas;Santo Domingo  ;Cacao en Baba Mezclado;Quintal de 100,00 libras;Compra;31.23;0.69
2016;Diciembre;Sucumbios;Lago Agrio;Cacao CCN 51 Seco;Quintal de 100,00 libras;Compra;82.40;1.82
2016;Diciembre;Sucumbios;Lago Agrio;Cacao CCN 51 Seco;Quintal de 100,00 libras;Venta;97.00;2.14
2016;Diciembre;Sucumbios;Lago Agrio;Cacao seco mezclado;Quintal de 100,00 libras;Compra;80.40;1.77
2016;Diciembre;Sucumbios;Lago Agrio;Cacao seco mezclado;Quintal de 100,00 libras;Venta;88.60;1.95
2016;Diciembre;Sucumbios;Lago Agrio;Cacao en Baba CCN 51;Quintal de 100,00 libras;Compra;25.25;0.56
2016;Diciembre;Sucumbios;Lago Agrio;Cacao en Baba Mezclado;Quintal de 100,00 libras;Compra;24.67;0.54
2016;Diciembre;Sucumbios;Shushufindi;Cacao CCN 51 Seco;Quintal de 100,00 libras;Compra;76.50;1.69
2016;Diciembre;Sucumbios;Shushufindi;Cacao seco mezclado;Quintal de 100,00 libras;Compra;76.50;1.69
2016;Diciembre;Sucumbios;Shushufindi;Cacao seco mezclado;Quintal de 100,00 libras;Venta;85.50;1.88
2016;Diciembre;Sucumbios;Shushufindi;Cacao en Baba CCN 51;Quintal de 100,00 libras;Compra;25.50;0.56
2016;Diciembre;Sucumbios;Shushufindi;Cacao en Baba fino de aroma;Quintal de 100,00 libras;Compra;27.50;0.61
2016;Diciembre;Sucumbios;Shushufindi;Cacao en Baba Mezclado;Quintal de 100,00 libras;Compra;25.50;0.56
2016;Diciembre;Sucumbios;Shushufindi;Cacao seco fino de aroma;Quintal de 100,00 libras;Compra;76.50;1.69
2016;Diciembre;Sucumbios;Shushufindi;Cacao seco fino de aroma;Quintal de 100,00 libras;Venta;100.00;2.20
2017;Enero;Bolivar;Caluma;Cacao CCN 51 Seco;Quintal de 100,00 libras;Compra;80.00;1.76
2017;Enero;Bolivar;Caluma;Cacao CCN 51 Seco;Quintal de 100,00 libras;Venta;88.00;1.94
2017;Enero;Bolivar;Caluma;Cacao seco mezclado;Quintal de 100,00 libras;Compra;80.00;1.76
2017;Enero;Bolivar;Caluma;Cacao seco mezclado;Quintal de 100,00 libras;Venta;88.00;1.94
2017;Enero;Bolivar;Caluma;Cacao en Baba Mezclado;Quintal de 100,00 libras;Compra;28.00;0.62
2017;Enero;Bolivar;Caluma;Cacao seco fino de aroma;Quintal de 100,00 libras;Compra;80.00;1.76
2017;Enero;Bolivar;Caluma;Cacao seco fino de aroma;Quintal de 100,00 libras;Venta;88.00;1.94
2017;Enero;Bolivar;Chillanes;Cacao CCN 51 Seco;Quintal de 100,00 libras;Compra;81.00;1.79
2017;Enero;Bolivar;Chillanes;Cacao CCN 51 Seco;Quintal de 100,00 libras;Venta;88.50;1.95
2017;Enero;Bolivar;Chillanes;Cacao seco mezclado;Quintal de 100,00 libras;Compra;81.00;1.79
2017;Enero;Bolivar;Chillanes;Cacao seco mezclado;Quintal de 100,00 libras;Venta;88.50;1.95
2017;Enero;Bolivar;Chillanes;Cacao en Baba Mezclado;Quintal de 100,00 libras;Compra;30.00;0.66
2017;Enero;Bolivar;Chillanes;Cacao seco fino de aroma;Quintal de 100,00 libras;Compra;81.00;1.79
2017;Enero;Bolivar;Chillanes;Cacao seco fino de aroma;Quintal de 100,00 libras;Venta;88.50;1.95
2017;Enero;Bolivar;Echeandía;Cacao CCN 51 Seco;Quintal de 100,00 libras;Compra;80.00;1.76
2017;Enero;Bolivar;Echeandía;Cacao CCN 51 Seco;Quintal de 100,00 libras;Venta;90.00;1.98
2017;Enero;Bolivar;Echeandía;Cacao seco mezclado;Quintal de 100,00 libras;Compra;80.00;1.76
2017;Enero;Bolivar;Echeandía;Cacao seco mezclado;Quintal de 100,00 libras;Venta;90.00;1.98
2017;Enero;Bolivar;Echeandía;Cacao en Baba CCN 51;Quintal de 100,00 libras;Compra;27.50;0.61
2017;Enero;Bolivar;Echeandía;Cacao en Baba fino de aroma;Quintal de 100,00 libras;Compra;27.50;0.61
2017;Enero;Bolivar;Echeandía;Cacao en Baba Mezclado;Quintal de 100,00 libras;Compra;27.50;0.61
2017;Enero;Bolivar;Echeandía;Cacao seco fino de aroma;Quintal de 100,00 libras;Compra;80.00;1.76
2017;Enero;Bolivar;Echeandía;Cacao seco fino de aroma;Quintal de 100,00 libras;Venta;90.00;1.98
2017;Enero;Bolivar;Guaranda;Cacao CCN 51 Seco;Quintal de 100,00 libras;Compra;80.00;1.76
2017;Enero;Bolivar;Guaranda;Cacao CCN 51 Seco;Quintal de 100,00 libras;Venta;84.00;1.85
2017;Enero;Bolivar;Las Naves;Cacao CCN 51 Seco;Quintal de 100,00 libras;Compra;82.00;1.81
2017;Enero;Bolivar;Las Naves;Cacao CCN 51 Seco;Quintal de 100,00 libras;Venta;86.00;1.90
2017;Enero;Cañar;La Troncal;Cacao CCN 51 Seco;Quintal de 100,00 libras;Compra;89.00;1.96
2017;Enero;Cañar;La Troncal;Cacao CCN 51 Seco;Quintal de 100,00 libras;Venta;92.00;2.03
2017;Enero;Cañar;La Troncal;Cacao seco mezclado;Quintal de 100,00 libras;Compra;86.00;1.90
2017;Enero;Cañar;La Troncal;Cacao seco mezclado;Quintal de 100,00 libras;Venta;90.00;1.98
2017;Enero;Cañar;La Troncal;Cacao en Baba CCN 51;Quintal de 100,00 libras;Compra;36.00;0.79
2017;Enero;Cañar;La Troncal;Cacao en Baba Mezclado;Quintal de 100,00 libras;Compra;37.00;0.82
2017;Enero;El Oro;Arenillas;Cacao seco mezclado;Quintal de 100,00 libras;Compra;75.25;1.66
2017;Enero;El Oro;Arenillas;Cacao seco mezclado;Quintal de 100,00 libras;Venta;81.25;1.79
2017;Enero;El Oro;Arenillas;Cacao en Baba Mezclado;Quintal de 100,00 libras;Compra;24.75;0.55
2017;Enero;El Oro;El Guabo;Cacao CCN 51 Seco;Quintal de 100,00 libras;Compra;84.50;1.86
2017;Enero;El Oro;El Guabo;Cacao CCN 51 Seco;Quintal de 100,00 libras;Venta;93.00;2.05
2017;Enero;El Oro;El Guabo;Cacao seco mezclado;Quintal de 100,00 libras;Compra;81.00;1.79
2017;Enero;El Oro;El Guabo;Cacao seco mezclado;Quintal de 100,00 libras;Venta;89.50;1.97
2017;Enero;El Oro;El Guabo;Cacao en Baba CCN 51;Quintal de 100,00 libras;Compra;25.75;0.57
2017;Enero;El Oro;El Guabo;Cacao en Baba Mezclado;Quintal de 100,00 libras;Compra;26.00;0.57
2017;Enero;El Oro;Machala;Cacao seco mezclado;Quintal de 100,00 libras;Compra;80.00;1.76
2017;Enero;El Oro;Machala;Cacao seco mezclado;Quintal de 100,00 libras;Venta;92.00;2.03
2017;Enero;El Oro;Pasaje;Cacao seco mezclado;Quintal de 100,00 libras;Compra;82.00;1.81
2017;Enero;El Oro;Pasaje;Cacao seco mezclado;Quintal de 100,00 libras;Venta;92.00;2.03
2017;Enero;El Oro;Santa Rosa;Cacao seco mezclado;Quintal de 100,00 libras;Compra;77.50;1.71
2017;Enero;El Oro;Santa Rosa;Cacao seco mezclado;Quintal de 100,00 libras;Venta;87.50;1.93
2017;Enero;Esmeraldas;Quinindé;Cacao seco mezclado;Quintal de 100,00 libras;Compra;77.00;1.70
2017;Enero;Esmeraldas;Quinindé;Cacao seco mezclado;Quintal de 100,00 libras;Venta;84.67;1.87
2017;Enero;Esmeraldas;Quinindé;Cacao en Baba fino de aroma;Quintal de 100,00 libras;Compra;32.00;0.71
2017;Enero;Esmeraldas;Quinindé;Cacao en Baba Mezclado;Quintal de 100,00 libras;Compra;27.00;0.60
2017;Enero;Esmeraldas;Quinindé;Cacao seco fino de aroma;Quintal de 100,00 libras;Compra;81.33;1.79
2017;Enero;Esmeraldas;Quinindé;Cacao seco fino de aroma;Quintal de 100,00 libras;Venta;89.33;1.97
2017;Enero;Esmeraldas;San Lorenzo;Cacao seco mezclado;Quintal de 100,00 libras;Compra;78.00;1.72
2017;Enero;Esmeraldas;San Lorenzo;Cacao seco mezclado;Quintal de 100,00 libras;Venta;85.00;1.87
2017;Enero;Esmeraldas;San Lorenzo;Cacao en Baba fino de aroma;Quintal de 100,00 libras;Compra;33.00;0.73
2017;Enero;Esmeraldas;San Lorenzo;Cacao en Baba Mezclado;Quintal de 100,00 libras;Compra;27.00;0.60
2017;Enero;Esmeraldas;San Lorenzo;Cacao seco fino de aroma;Quintal de 100,00 libras;Compra;82.00;1.81
2017;Enero;Esmeraldas;San Lorenzo;Cacao seco fino de aroma;Quintal de 100,00 libras;Venta;90.00;1.98
2017;Enero;Guayas;Balao;Cacao CCN 51 Seco;Quintal de 100,00 libras;Compra;76.00;1.68
2017;Enero;Guayas;Balao;Cacao CCN 51 Seco;Quintal de 100,00 libras;Venta;85.00;1.87
2017;Enero;Guayas;Balao;Cacao en Baba Mezclado;Quintal de 100,00 libras;Compra;41.00;0.90
2017;Enero;Guayas;Durán;Cacao CCN 51 Seco;Quintal de 100,00 libras;Compra;82.00;1.81
2017;Enero;Guayas;Durán;Cacao CCN 51 Seco;Quintal de 100,00 libras;Venta;86.50;1.91
2017;Enero;Guayas;Durán;Cacao seco mezclado;Quintal de 100,00 libras;Compra;85.00;1.87
2017;Enero;Guayas;Durán;Cacao seco mezclado;Quintal de 100,00 libras;Venta;90.00;1.98
2017;Enero;Guayas;El Empalme;Cacao CCN 51 Seco;Quintal de 100,00 libras;Compra;82.50;1.82
2017;Enero;Guayas;El Empalme;Cacao CCN 51 Seco;Quintal de 100,00 libras;Venta;88.50;1.95
2017;Enero;Guayas;El Empalme;Cacao seco mezclado;Quintal de 100,00 libras;Compra;82.50;1.82
2017;Enero;Guayas;El Empalme;Cacao seco mezclado;Quintal de 100,00 libras;Venta;88.50;1.95
2017;Enero;Guayas;El Empalme;Cacao seco fino de aroma;Quintal de 100,00 libras;Compra;82.50;1.82
2017;Enero;Guayas;El Empalme;Cacao seco fino de aroma;Quintal de 100,00 libras;Venta;88.50;1.95
2017;Enero;Guayas;El Triunfo;Cacao CCN 51 Seco;Quintal de 100,00 libras;Compra;82.50;1.82
2017;Enero;Guayas;El Triunfo;Cacao CCN 51 Seco;Quintal de 100,00 libras;Venta;87.75;1.93
2017;Enero;Guayas;El Triunfo;Cacao seco mezclado;Quintal de 100,00 libras;Compra;82.50;1.82
2017;Enero;Guayas;El Triunfo;Cacao seco mezclado;Quintal de 100,00 libras;Venta;87.75;1.93
2017;Enero;Guayas;El Triunfo;Cacao seco fino de aroma;Quintal de 100,00 libras;Compra;82.50;1.82
2017;Enero;Guayas;El Triunfo;Cacao seco fino de aroma;Quintal de 100,00 libras;Venta;87.75;1.93
2017;Enero;Guayas;General Elizalde (Bucay);Cacao CCN 51 Seco;Quintal de 100,00 libras;Compra;84.00;1.85
2017;Enero;Guayas;General Elizalde (Bucay);Cacao CCN 51 Seco;Quintal de 100,00 libras;Venta;90.00;1.98
2017;Enero;Guayas;General Elizalde (Bucay);Cacao seco mezclado;Quintal de 100,00 libras;Compra;84.00;1.85
2017;Enero;Guayas;General Elizalde (Bucay);Cacao seco mezclado;Quintal de 100,00 libras;Venta;90.00;1.98
2017;Enero;Guayas;General Elizalde (Bucay);Cacao seco fino de aroma;Quintal de 100,00 libras;Compra;84.00;1.85
